Time,residuals
0.0,0.04116835798774801
1.0,0.09277997263085949
2.0,-0.063458852382372
3.0,-0.022033143320233567
4.0,-0.06949727345312212
5.0,0.3077161454455619
6.0,0.4453335319360998
7.0,-0.09097929695873819
8.0,0.03694082368276139
9.0,-0.048816852506429365
10.0,-0.0682836402376048
11.0,0.038264243001055714
12.0,0.1267356068491227
13.0,0.16181574570035798
14.0,-0.11328788515450376
15.0,-0.1262091289990436
16.0,0.27120823044433506
17.0,0.3436923116226089
18.0,-0.07733039729228502
19.0,0.30298587621601414
20.0,0.02782458171497021
21.0,0.294399943875269
22.0,0.3456008277215038
23.0,-0.1304166730450546
24.0,0.6222340433958804
25.0,-0.12691968042456842
26.0,-0.011504377381405945
27.0,0.08929621784122066
28.0,-0.0875520452604516
29.0,-0.11208452178919848
30.0,0.003429621995124227
31.0,-0.12740144615256588
32.0,-0.12731468729634102
33.0,-0.08012731079296767
34.0,0.015397209796329275
35.0,-0.07312161686671642
36.0,-0.09993071620761892
37.0,-0.06591660960048615
38.0,0.5077016717179956
39.0,-0.1094193791505822
40.0,-0.11973385318099831
41.0,-0.060235561765265594
42.0,0.10014952833024068
43.0,-0.11457192347098137
44.0,-0.08352763507795194
45.0,0.3496642712050063
46.0,0.5399271239229207
47.0,-0.10185359225911764
48.0,0.07766715103091068
49.0,0.14756676009971434
50.0,0.20761600764725424
51.0,-0.13532096063844845
52.0,-0.007827952277016104
53.0,-0.09114587645370367
54.0,-0.12786475741034953
55.0,-0.12062746321730769
56.0,-0.11136625185604151
57.0,0.09880052150833135
58.0,-0.07419627632164735
59.0,-0.06075085017217843
60.0,-0.12128974766133249
61.0,-0.10549237601901074
62.0,-0.10243276947995583
63.0,-0.06390537328986437
64.0,-0.09500553635461273
65.0,0.44449272260529626
66.0,-0.12749812127886687
67.0,0.3480401967543282
68.0,0.011174405491419487
69.0,-0.13834150692155256
70.0,-0.1284562890331667
71.0,-0.13947732185305586
72.0,0.017823804371146057
73.0,-0.12545617401798975
74.0,0.11141711708737304
75.0,-0.00022677367120360614
76.0,0.17958090449856218
77.0,0.17448085062802657
78.0,0.013849711135420856
79.0,-0.0657219268200592
80.0,0.029937624543254743
81.0,0.14985755491920402
82.0,0.2221960244632304
83.0,-0.0520957509406646
84.0,0.03156141562171211
85.0,0.17480273855761527
86.0,-0.13748307967844053
87.0,-0.12241565416258278
88.0,-0.07631639688899516
89.0,-0.05583977002631871
90.0,-0.10964080480547875
91.0,-0.02406469800539221
92.0,0.10946188357226883
93.0,0.23528736304950676
94.0,-0.13539063771340254
95.0,-0.11635121256624023
96.0,0.05506165559494203
97.0,-0.06939902123084346
98.0,-0.0215665476770025
99.0,0.17041471820085471
100.0,0.4922957079151451
101.0,-0.10879719036970778
102.0,-0.08277721327301651
103.0,-0.033114673307698794
104.0,-0.07281124919198695
105.0,-0.04241144764496524
106.0,-0.11432642746341584
107.0,-0.06204088928686055
108.0,-0.08811046992215621
109.0,-0.1355116404284044
110.0,0.23571643237326084
111.0,0.2827858726078567
112.0,-0.11935170734609844
113.0,0.27744550881220065
114.0,0.21495994130091392
115.0,0.26545704526236463
116.0,-0.04538256158885068
117.0,0.10728699608393913
118.0,0.1332780100811509
119.0,-0.09675416358745204
120.0,0.14732078881835325
121.0,0.10936368976229294
122.0,-0.11465893625044574
123.0,-0.061615526105790575
124.0,-0.06864603918863293
125.0,-0.045878321315510895
126.0,0.005309618728277732
127.0,0.0991703922137174
128.0,0.5122212537752008
129.0,-0.09728104307507013
130.0,-0.044771021510683046
131.0,-0.06418064164373893
132.0,0.07045889793361121
133.0,0.15883456509477958
134.0,0.2686045195516758
135.0,-0.12343669576570136
136.0,0.009870540446221154
137.0,-0.05718925078002077
138.0,0.004422528038684037
139.0,-0.05380885905249913
140.0,-0.07755259437358991
141.0,-0.08092846319505226
142.0,-0.047835993158905965
143.0,0.11514288960937566
144.0,0.46596107512956453
145.0,0.39248301405416813
146.0,-0.13776162325663927
147.0,-0.07815058252180795
148.0,0.6293177262077696
149.0,-0.04815261092276801
150.0,0.06152982175052707
151.0,0.19126614057567198
152.0,-0.1411108777617855
153.0,-0.14022984609414862
154.0,-0.1414653621190356
155.0,-0.10028905322025897
156.0,-0.04091368942426779
157.0,0.13241766034377478
158.0,0.025434170280227653
159.0,0.3484024357419971
160.0,-0.12608881757594262
161.0,-0.08488304132810853
162.0,-0.06111544303494115
163.0,-0.026994041681740244
164.0,0.13445349276064844
165.0,0.1370630356268397
166.0,0.019372874917417238
167.0,0.48932424241001743
168.0,-0.10667871495341158
169.0,-0.06773872780731416
170.0,0.007833993242063075
171.0,-0.04422444514058646
172.0,0.09499732062073607
173.0,0.17298142677414008
174.0,-0.07939761242953766
175.0,-0.09240989577945066
176.0,-0.03016081239810192
177.0,-0.09346223372517484
178.0,-0.12038532231281801
179.0,0.24608252209274534
180.0,0.5421633370881445
181.0,-0.12261610674037163
182.0,-0.0878391296037678
183.0,0.20040701399560656
184.0,-0.14954707494439873
185.0,-0.06891670817084292
186.0,0.003184924306421366
187.0,0.12136172546739904
188.0,0.07834300668801497
189.0,0.41039234545271197
